TransID,CustID,TransTotal,TransNumItems,TransDesc
1709477,27410,74.91,11,KijoOkGxxfKhdau9To2KKq68AW1HuXxIiB5Klx3b
1709479,822,40.84,8,oRybBaLmrZKzdplfNqYeqPJgQan4K7l6h4HcJchHEQru
1709489,14243,57.0,3,kG2IN74FDha1T20rEQsaRb
1709510,35979,74.19,6,T4y9KmhMySuxwXtw1BUSC7UJFmE
1709553,49148,90.73,3,0FwbRGO5s1XzaE7tbFsgDWgcmXAg6VO7X8w3yKYYncyB1X
1709608,46005,46.41,3,2Cpx8kXLuQxEl1n6StpuEpyZp5y
1709618,34231,77.31,4,QUbAxV6fpYKCsZzwIA1bDKqIQkTUGlQNv
1709620,41235,33.84,8,NdGd5GXOLkDLPZKR7sl6zcjKshUpsvA3gAVLtuYkG2
1709650,39874,19.95,5,1JrmXxUVbO2ws4TBg6jNpXYM9EXJevWHZ3u
1709739,24892,32.19,9,gWdzk48f53uYi5qPFmNuXspPaA
1709742,2689,65.27,15,MaaQHUTenjfvOXb7F8ti95q4OQx
1709800,47808,50.4,11,lL7Se9STGFkKENIbEdyUvSwN9d1auUEOIM5z
1709806,9107,22.31,11,jP3i2MRHL9Dbj8oxTzq0imgGHogP6LUVenPDCk1pEOaNMNp
1709822,25163,70.18,6,Mu6GR5LctvKUdcEb3S9KzWKucfaK1oyNBSTZIcWcv3
1709824,3016,31.71,10,enuHloDz52MYB8eftfUqXd3mXgimWfs4Ie7
1709828,15569,12.25,9,RxaTQACjia2pFvu60GEEzYGOjXGLuxPLT
1709847,15485,82.61,13,1zVCUSEx82xVpXYrPTO9beTiBiWbRyV8OFzgrtZ
1709874,3783,86.41,11,sVOLaQCqXBdwxhSzF8GpMCe8z8B6
1709886,4674,13.81,12,4HFBpa6x34RDWku4Y8Q3zZeF7gL1qlq6CfWihgRHkx4KTnuLy
1709902,19009,90.76,9,B1fAP8Cj7SzSYJXpdtcQcpUS2LxonKh
1709904,20176,75.35,10,M27ap1NiVYwxftqVdFF3dJPjY8m9RC0
1709970,43127,88.36,6,nwXOH3W8UBUFiNlG3kjcLGpYgg
1709978,15994,57.1,11,La5y9U33pxKHbixUeyfxkmewjX0gP2gmefhDb
1709982,17164,88.84,2,jPph8rQ5imhYAdtR9fN5krzWoSR
1709988,27444,46.76,15,FPhP3zcxaWLNJRHgUy4XHF
1710031,49364,92.81,1,mhCRkNmXGgAoA8s1QMk0K8s6kyj8Qq
1710057,13261,77.65,7,IogiihQUiTk2TcEfjYulQr8qG
1710091,4157,15.49,7,78y90mW9F7qtIlsc5OxVBVWx
1710102,49006,61.83,7,FBx4Y1f7xr0vy4ab5uDyTTnpsf6LPuSznGvEJ3C
1710125,13048,23.4,4,EX4eNANjDOhRrVXCC94FZ
1710154,41300,16.17,13,StUBKV3LQGd3oEYiQjAenRqABnzTQJ0z1vY2xmA95LPJZcDMfV
1710207,30733,99.28,2,UpXL7JmI8Aq5JdBOKYIGCSHr6o0bgz9Gam3ANWd9YR5XZIojI
1710235,23046,54.29,5,zemQFon17RrHza17ilCA9dpfbApo5GnyblAsjBuj
1710260,38198,96.88,11,wcXpGHtXzIN04m87XNNvCtFLBi31ROmVXxSNjNgXAb
1710284,38084,78.7,9,cKdJuOHOvjDB0g7PhfOSJpAJEzVKt24FJ9ldgM0n
1710314,4713,35.01,15,kAFeZ4WRmTQBCtBM7UCZOxfPvsUr
1710323,34384,19.61,11,x0a2lrldO0zr80arXXdBLeR4IqNRNOhPd7
1710341,8607,59.9,2,PGoE2ymUh1fRuETNeHQLIxd4ctynzsL
1710351,27290,96.33,11,X8sHxEuABu452uaBjjcZM6PrUC9uG19KkvRunVQobsN5
1710435,5332,14.68,12,uxRIS4FS8VAnKKZAKWNI5Ei
1710441,19298,25.06,8,0WQuBbrElzBUKjeTGpxnwbLvjucHD3Gbipr1
1710488,17424,14.68,11,K34SdQZAiBqgRzdb38YNa
1710492,9117,30.9,8,Jx5L9MowWrApi2c3m8K7phPF1OmbFLj7k904N54Pnv
1710500,20100,87.15,7,4OgbSq8I997ocDPBvoU7zEfbvz6rt
1710510,28035,44.89,13,LY2igxVUzZsVfCyrpYjLysFXK
1710521,31034,89.71,3,qRAeXMs9UoAbZy1M1aPYU1
1710548,49024,34.21,8,NBTEEuTY9y9t5mpRul39Jlxv5DuVeIStKrQhUekcaHUqdW
1710562,44264,62.62,5,vGCpKXKHwcthweUiiEaJ4CblRqi
1710563,36020,68.25,5,dk1W9MK5dsYzIJdQFM1xEIfZU
1710590,9037,84.98,13,LajdKB1G8Bgb6DnAGXgGSdHZU6DLt
1710640,5936,41.78,11,C3YR89kL6vifVHbIiP50BH2x2dnaN24QVKn4
1710657,32578,33.05,7,FVb95ziotaMI4iALRkvi61Zh6Ycz0MHLVnJnNuvJxGOrd5
1710661,719,12.05,13,GKrJBCfPeyBmTfJe3Xjb58UmfzGBl69
1710666,28921,48.89,9,SwB3KrfpIW9CkyELAfWgDsv3bHJ5forCLNUDB2
1710744,47900,23.7,2,6gOS1s66AjBiJTE8t6opabx0sQwqjDEE0ZdNhdoBxXl1dCV
1710774,32907,81.15,14,lFxcD9gNKeW6bZcgsHBOQUxAtOOMgBd
1710814,23093,43.02,1,lwkn35QMiueim2eU9aZy4JsFJMomKRrf50lMQk4pY0
1710843,23661,55.67,6,0xdGnCCOyQ116tgZVbXSC0pHCRG1d
1710864,5611,72.48,2,f721aFQGKA4ApK2OxA3wC6nFOP6UDOflc2
1710886,3737,18.85,14,D18KY7yqXJtEo4QkIKH66LhaXhgxvu8tQVeAYL1t5VAVh
1710968,41017,95.46,2,zBFu9PNHSJ2xGUB1JeiDtw5kHfe7nd8Q3Byg3KEa
1711014,6087,97.37,1,YWu5YHEqzxWvqMMPR2Tbp5YtC9Ui
1711017,31392,76.88,1,kxmU7fQy4HW8UcyosYijPs
1711022,5903,74.27,11,yWNOKup4TAiqzAIrUHG2tA
1711074,18130,30.08,3,diPsEznP05j2zhTuMyxpKf8dkGDOu4l
1711087,20350,27.68,5,ErPOAHFLA60dXn4SlAHFuzXr7ik1tWv4XfXR7hbZ
1711170,23406,99.96,8,9HYQ9YxYP0wTR9pb9LMujBeR1JOyHO6dceaY0duNTlnC
1711189,30098,61.54,9,SF2P92g3GNSw1jbGrXSSThpwoMWldJka3vS
1711191,44519,65.08,5,5hDKHpuaFNgxRRdNdBZ7CFNsc
1711195,33460,46.81,10,IjVv2k2ohQTlpP0ar8cbHtOC
1711262,34863,35.44,13,WCpGXaaWU2RUiry1wQDjrEpaoTZ9U25aeuC7qV5U2h7lo
1711275,5585,37.55,1,1Zq8WuqVemf1kiCyZqvHRp48z
1711283,33842,41.42,7,LiHkmQvPcEwORoybQmW7vD9QKUqT8j5Ij
1711295,4287,97.5,10,Im4O4CEImVEyCN78aFoI
1711298,34810,21.88,12,KGfadNJL754x89elrHVNSnkTtYatN8hm1
1711306,46646,37.57,15,8ILZvSvLjlQCcNrXIAP4UVcdC
1711363,39945,36.82,6,jnEtKaHJj5tvaizBJGvlQUkj
1711388,48392,13.87,2,9x9B9o768iZqaouA4mpSMHozuK1rdxT3BCSRqfs74qxFVJC
1711402,29387,41.47,12,syCDDqfYvjZFK2siN8bmxTpOZyQrjwQ8kJ7
